iter	Logloss
327	0.3567424858
328	0.3564063402
329	0.3561763053
330	0.3559763293
331	0.355758061
332	0.3557393052
333	0.3554048275
334	0.3550067761
335	0.3547005815
336	0.354394392
337	0.3541403591
338	0.3537078491
339	0.3534193181
340	0.3531544198
341	0.3528297257
342	0.3524248042
343	0.3520545028
344	0.3518255018
345	0.3515761106
346	0.3512908904
347	0.3510820469
348	0.3507967848
349	0.3503067408
350	0.3501559574
351	0.3499030777
352	0.3496572852
353	0.3492522711
354	0.3489986521
355	0.3488364313
356	0.3486492186
357	0.3484058795
358	0.3479981868
359	0.3475599155
360	0.3473304379
361	0.3470445918
362	0.3468435928
363	0.3464645625
364	0.3458352642
365	0.3455726741
366	0.3453936263
367	0.344979225
368	0.3447627364
369	0.3443750149
370	0.3440491656
371	0.3436856223
372	0.3434324877
373	0.3429105186
374	0.3426959038
375	0.3423907985
376	0.3422694423
377	0.3420689103
378	0.3418373558
379	0.341648729
380	0.3415305964
381	0.3412113309
382	0.3408405649
383	0.3404985853
384	0.340211075
385	0.3400457847
386	0.3396254396
387	0.3391627642
388	0.339025751
389	0.3388132535
390	0.3385840237
391	0.3383446584
392	0.3381674179
393	0.3379137015
394	0.3373875314
395	0.3371431512
396	0.3368037426
397	0.3364971053
398	0.3361611114
399	0.3358385931
400	0.3353751699
401	0.3351732267
402	0.3348986375
403	0.334703996
404	0.3344834245
405	0.3342875671
406	0.3340586966
407	0.3338454167
408	0.3336386766
409	0.333432959
410	0.3332344165
411	0.332977134
412	0.3327395188
413	0.3324421018
414	0.3322024594
415	0.3317451976
416	0.3314805028
417	0.3311629951
418	0.330756768
419	0.3305012558
420	0.3302898376
421	0.3300557893
422	0.3299137111
423	0.3293514217
424	0.3291404624
425	0.3289116149
426	0.3287115817
427	0.3284519114
428	0.3281205453
429	0.3278828982
430	0.3276307493
431	0.3274688578
432	0.3272808653
433	0.3270423742
434	0.326786653
435	0.3265086228
436	0.3262349878
437	0.3259793146
438	0.3257293678
439	0.3255411849
440	0.325299489
441	0.3250727577
442	0.3249353086
443	0.3247020296
444	0.3243395814
445	0.3241168146
446	0.3237835093
447	0.3235775617
448	0.3234546906
449	0.323175009
450	0.3229465886
451	0.3228219538
452	0.3225163653
453	0.32229427
454	0.3220833417
455	0.3218478825
456	0.3216317759
457	0.3213312124
458	0.3209440731
459	0.3207314833
460	0.3204539197
461	0.320124888
462	0.3197129062
463	0.3194836384
464	0.3192708415
465	0.3190322213
466	0.3187637099
467	0.3184337472
468	0.3181438718
469	0.3179092704
470	0.317702709
471	0.3174208476
472	0.3172193113
473	0.3168991188
474	0.3167820789
475	0.3166391423
476	0.3165693191
477	0.3164562615
478	0.3162577333
479	0.3161379015
480	0.3159049577
481	0.3156815362
482	0.3153221871
483	0.3150758632
484	0.3148146743
485	0.3146205309
486	0.3144603575
487	0.3143409586
488	0.3141878077
489	0.3140642132
490	0.3138122162
491	0.3136114715
492	0.3135023651
493	0.3133784957
494	0.3130806469
495	0.3128222224
496	0.3125310743
497	0.3123447785
498	0.3122118824
499	0.3119510718
500	0.311670123
501	0.3115427138
502	0.3114106217
503	0.3111645595
504	0.3109324192
505	0.3106936439
506	0.3101497623
507	0.3098075052
508	0.3095604873
509	0.309320012
510	0.3091165325
511	0.3089523575
512	0.3085796358
513	0.3082867339
514	0.3080559075
515	0.3079716075
516	0.30769826
517	0.3074683734
518	0.3072425839
519	0.3069305142
520	0.3067111806
521	0.3063558961
522	0.3059027585
523	0.305624174
524	0.3054791677
525	0.3053016505
526	0.305144562
527	0.3049476511
528	0.3048049667
529	0.3045776184
530	0.3044998988
531	0.3043480903
532	0.3041705019
533	0.3040469403
534	0.3038105588
535	0.3035322238
536	0.3033248065
537	0.3031828115
538	0.3029801003
539	0.3027337401
540	0.3025092101
541	0.3022782153
542	0.3019236208
543	0.3018313814
544	0.301634706
545	0.3013865726
546	0.3011975884
547	0.3009647115
548	0.3008143028
549	0.3005607411
550	0.300261522
551	0.3000926571
552	0.3000231417
553	0.2998895137
554	0.2995512348
555	0.2992575366
556	0.2990949163
557	0.2988362319
558	0.2987166613
559	0.2986102639
560	0.2982973964
561	0.2981042391
562	0.297631054
563	0.297475699
564	0.2973007931
565	0.2972050324
566	0.2970004895
567	0.2967941204
568	0.296654981
569	0.2964880126
570	0.2963517336
571	0.2962164484
572	0.2959122522
573	0.2955914588
574	0.295433969
575	0.2951442061
576	0.2949925474
577	0.2947397067
578	0.2946514583
579	0.2945907069
580	0.2944302906
581	0.2942768933
582	0.2942028115
583	0.2938613309
584	0.2937492981
585	0.2936359782
586	0.2934479048
587	0.2932723475
588	0.2930747267
589	0.2929125789
590	0.2926689242
591	0.292240611
592	0.2920877836
593	0.2919767411
594	0.2918543216
595	0.2916061242
596	0.291477559
597	0.291169364
598	0.2910770634
599	0.290905299
600	0.2906982755
601	0.290465565
602	0.2902621679
603	0.2900852469
604	0.2899128325
605	0.2897246655
606	0.289595403
607	0.2893818391
608	0.2892336045
609	0.2890832173
610	0.2888430494
611	0.288601037
612	0.288531453
613	0.2882977877
614	0.2881594137
615	0.2877872884
616	0.2875815875
617	0.2874163369
618	0.2871755372
619	0.2871024465
620	0.2868058123
621	0.2866835581
622	0.2865216879
623	0.2863353104
624	0.2860253113
625	0.2858150193
626	0.2856263266
627	0.2855359071
628	0.2853417019
629	0.2852519381
630	0.2851793912
631	0.2850305864
632	0.2847508377
633	0.2847130811
634	0.2843679643
635	0.2841873245
636	0.2840197925
637	0.2837572746
638	0.2835824566
639	0.2832479293
640	0.2830432042
641	0.282836759
642	0.282709453
643	0.2826208897
644	0.282517459
645	0.2823319109
646	0.2819942009
647	0.2817860753
648	0.2814694658
649	0.2812552125
650	0.2809706632
651	0.2808810938
652	0.2807161002
653	0.2804764435
654	0.2802271095
655	0.2799209649
656	0.2795900814
657	0.279395994
658	0.2791682856
659	0.2789063174
660	0.2787719013
661	0.2785935048
662	0.2785526044
663	0.2783477309
664	0.2780711484
665	0.2779006136
666	0.2776575346
667	0.2774784957
668	0.2773229324
669	0.2772990837
670	0.2769445354
671	0.2767579463
672	0.2765606966
673	0.2763082468
674	0.2761183633
675	0.2758176981
676	0.2756089575
677	0.2754610321
678	0.275317598
679	0.2752408116
680	0.2751662098
681	0.2749499429
682	0.2747089897
683	0.27458519
684	0.2744676414
685	0.274217794
686	0.274058442
687	0.2740007089
688	0.2737911525
689	0.2736684791
690	0.2735895211
691	0.2733815969
692	0.2733046848
693	0.2731245762
694	0.2728686318
695	0.2725582121
696	0.2723675173
697	0.2722262753
698	0.2721281259
699	0.2719668949
700	0.2718522145
701	0.2717727466
702	0.271526059
703	0.2713838301
704	0.2710706519
705	0.2708763574
706	0.2706954374
707	0.2705268083
708	0.2704514156
709	0.2702955392
710	0.2700955678
711	0.2700044539
712	0.2698878119
713	0.2697070864
714	0.2695728295
715	0.2693339984
716	0.2691938899
717	0.2690144013
718	0.2686443342
719	0.2685246333
720	0.2683621507
721	0.2681367345
722	0.2679610613
723	0.2678333008
724	0.2676519673
725	0.2673595274
726	0.2672046273
727	0.2669917523
728	0.2667275741
729	0.2665530707
730	0.266312426
731	0.2661182609
732	0.2657887596
733	0.2657147525
734	0.2655875152
735	0.2654639929
736	0.2654606314
737	0.2651926916
738	0.265069715
739	0.2649742098
740	0.2648042252
741	0.2645954304
742	0.2644844727
743	0.2642341312
744	0.2639479914
745	0.2637024101
746	0.2634702668
747	0.2632956325
748	0.2632580429
749	0.262962263
750	0.2627359992
751	0.2626643264
752	0.2623572752
753	0.2618407313
754	0.2615751832
755	0.2615064785
756	0.2612663223
757	0.2611092993
758	0.260966936
759	0.2608418404
760	0.2605976509
761	0.2605020394
762	0.2603160387
763	0.2599114245
764	0.2597414654
765	0.2595620105
766	0.2594103304
767	0.2593127321
768	0.2590875485
769	0.2589375283
770	0.258735226
771	0.2585256881
772	0.2583965913
773	0.258128204
774	0.2580458269
775	0.2578614896
776	0.2576428416
777	0.2574590254
778	0.2574329977
779	0.2572283315
780	0.2570433244
781	0.256929905
782	0.2567567481
783	0.2566280096
784	0.2565816203
785	0.2564777682
786	0.2561725279
787	0.2561013875
788	0.2559615169
789	0.2558136418
790	0.2554035786
791	0.2551756334
792	0.2550604093
793	0.2549237134
794	0.2547712328
795	0.254685664
796	0.2543865658
797	0.2542535472
798	0.2539693873
799	0.253845823
800	0.2537597194
801	0.253419172
802	0.2532772412
803	0.2531245794
804	0.2530198695
805	0.2525703789
806	0.2524313801
807	0.2523020372
808	0.2522568077
809	0.2520268341
810	0.2519433196
811	0.2515553391
812	0.2512616616
813	0.2511029135
814	0.2507522816
815	0.2506556242
816	0.2503881022
817	0.2501674744
818	0.2500349283
819	0.2497864107
820	0.2496481066
821	0.2495843135
822	0.2494137704
823	0.2491760094
824	0.2490498444
825	0.2488264313
826	0.2486668039
827	0.2485448347
828	0.2483591815
829	0.2481438906
830	0.2480074315
831	0.2478324993
832	0.2476594734
833	0.2473958206
834	0.2472367858
835	0.2471312426
836	0.2470012261
837	0.2468094585
838	0.2466623631
839	0.2465754425
840	0.2463206122
841	0.2462218815
842	0.2459526078
843	0.2458123131
844	0.2456630914
845	0.2453780189
846	0.2452549762
847	0.2450227063
848	0.244835707
849	0.2447704016
850	0.2445777393
851	0.2443349405
852	0.2442625612
853	0.2441594244
854	0.24406814
855	0.2439285392
856	0.2437676792
857	0.2435834573
858	0.2434425319
859	0.2432440523
860	0.242941116
861	0.242759994
862	0.2426498872
863	0.2424905582
864	0.2424397942
865	0.2423015712
866	0.242062757
867	0.2419260441
868	0.2418015983
869	0.2416744291
870	0.2414461498
871	0.2412891632
872	0.2411767257
873	0.241050706
874	0.2408935099
875	0.2406834245
876	0.2405309632
877	0.2402896988
878	0.2400786608
879	0.2399810642
880	0.2397879046
881	0.2396619629
882	0.2395705414
883	0.2392711744
884	0.2391861988
885	0.2389413297
886	0.2388082281
887	0.2385964147
888	0.2384363114
889	0.2383371522
890	0.2381824832
891	0.2381324424
892	0.2379418083
893	0.2379090157
894	0.2376143391
895	0.2373849284
896	0.2371664199
897	0.236974668
898	0.2368191923
899	0.236809076
900	0.2365738414
901	0.2364318332
902	0.2361924287
903	0.2359547803
904	0.2357012253
905	0.2355625268
906	0.2353588673
907	0.2352224794
908	0.2350207406
909	0.2348556154
910	0.2347451835
911	0.2346725491
912	0.2345356056
913	0.234371295
914	0.2342700318
915	0.2341070439
916	0.2338490391
917	0.2337782513
918	0.2335383811
919	0.2333347409
920	0.2331389519
921	0.2329802835
922	0.2326888939
923	0.2326061728
924	0.2325383256
925	0.232458673
926	0.232103672
927	0.2318752719
928	0.2315769825
929	0.2314327404
930	0.2313435994
931	0.2309885662
932	0.2308879518
933	0.2307889761
934	0.2305282541
935	0.2303869198
936	0.2302778606
937	0.230131357
938	0.2299809068
939	0.229883279
940	0.2298041104
941	0.2296582491
942	0.2294908605
943	0.2294239606
944	0.2293156871
945	0.2292034816
946	0.2289259385
947	0.2287793107
948	0.2285833774
949	0.2284084213
950	0.228292226
951	0.2279679096
952	0.2278492662
953	0.2276803678
954	0.2276118567
955	0.2274617774
956	0.2273029561
957	0.2271232545
958	0.2270041949
959	0.2268894146
960	0.2267098306
961	0.2264789007
962	0.2263270296
963	0.2260738879
964	0.2259018312
965	0.2257602388
966	0.225598397
967	0.225467087
968	0.2253829008
969	0.2250466252
970	0.2248723326
971	0.2247682189
972	0.2246599708
973	0.2244185124
974	0.2242125409
975	0.2239877865
976	0.2237907565
977	0.2237469872
978	0.2235542283
979	0.2233501259
980	0.2231222595
981	0.2230336792
982	0.2228421542
983	0.2227350563
984	0.2225295897
985	0.2223679336
986	0.2220530238
987	0.2218846762
988	0.2217063921
989	0.2216157612
990	0.2214408659
991	0.2212278066
992	0.2211949816
993	0.2210052415
994	0.2208406376
995	0.2206524545
996	0.2205703713
997	0.2204325465
998	0.2203077592
999	0.2200801829
